date,session_key,driver_number,gap_to_leader,interval,meeting_key
2026-07-05T14:24:17.454000+00:00,11326,1,15.107,0.773,1289
2026-07-05T14:24:20.457000+00:00,11326,1,15.124,0.693,1289
2026-07-05T14:24:25.746000+00:00,11326,1,15.217,0.85,1289
2026-07-05T14:24:27.060000+00:00,11326,1,15.22,0.897,1289
2026-07-05T14:24:32.798000+00:00,11326,1,15.33,0.904,1289
2026-07-05T14:24:34.242000+00:00,11326,1,15.342,0.898,1289
2026-07-05T14:24:36.310000+00:00,11326,1,15.362,0.914,1289
2026-07-05T14:24:37.136000+00:00,11326,1,15.368,0.921,1289
2026-07-05T14:24:41.897000+00:00,11326,1,15.193,0.784,1289
2026-07-05T14:24:45.176000+00:00,11326,1,15.084,0.692,1289
2026-07-05T14:24:48.691000+00:00,11326,1,15.119,0.737,1289
2026-07-05T14:24:52.701000+00:00,11326,1,15.322,0.747,1289
2026-07-05T14:24:58.669000+00:00,11326,1,15.202,0.76,1289
2026-07-05T14:25:02.549000+00:00,11326,1,15.254,0.789,1289
2026-07-05T14:25:06.826000+00:00,11326,1,15.335,0.797,1289
2026-07-05T14:25:08.008000+00:00,11326,1,15.358,,1289
2026-07-05T14:25:13.159000+00:00,11326,1,15.574,0.78,1289
2026-07-05T14:25:18.724000+00:00,11326,1,15.618,0.862,1289
2026-07-05T14:25:24.120000+00:00,11326,1,15.441,0.729,1289
2026-07-05T14:25:27.925000+00:00,11326,1,15.208,0.639,1289
2026-07-05T14:25:31.944000+00:00,11326,1,15.339,0.608,1289
2026-07-05T14:25:34.484000+00:00,11326,1,15.365,0.602,1289
2026-07-05T14:25:37.136000+00:00,11326,1,15.38,0.594,1289
2026-07-05T14:25:40.967000+00:00,11326,1,15.629,0.634,1289
2026-07-05T14:25:45.667000+00:00,11326,1,15.738,0.701,1289
2026-07-05T14:25:48.166000+00:00,11326,1,15.764,0.77,1289
2026-07-05T14:25:50.587000+00:00,11326,1,15.809,0.877,1289
2026-07-05T14:25:52.640000+00:00,11326,1,15.829,0.965,1289
2026-07-05T14:25:55.718000+00:00,11326,1,15.862,0.917,1289
2026-07-05T14:26:00.851000+00:00,11326,1,16.005,0.942,1289
2026-07-05T14:26:02.170000+00:00,11326,1,16.001,0.97,1289
2026-07-05T14:26:07.930000+00:00,11326,1,16.266,1.017,1289
2026-07-05T14:26:09.332000+00:00,11326,1,16.303,1.012,1289
2026-07-05T14:26:11.387000+00:00,11326,1,16.317,0.99,1289
2026-07-05T14:26:12.226000+00:00,11326,1,16.309,0.982,1289
2026-07-05T14:26:16.960000+00:00,11326,1,16.106,0.863,1289
2026-07-05T14:26:20.190000+00:00,11326,1,15.972,0.772,1289
2026-07-05T14:26:23.678000+00:00,11326,1,16.02,0.77,1289
2026-07-05T14:26:27.694000+00:00,11326,1,16.172,0.733,1289
2026-07-05T14:26:33.692000+00:00,11326,1,16.195,0.768,1289
2026-07-05T14:26:37.580000+00:00,11326,1,16.23,0.79,1289
