date,session_key,gap_to_leader,interval,meeting_key,driver_number
2026-03-15T07:31:16.375000+00:00,11245,2.372,0.843,1280,16
2026-03-15T07:31:24.753000+00:00,11245,2.322,0.591,1280,16
2026-03-15T07:31:29.081000+00:00,11245,2.372,0.605,1280,16
2026-03-15T07:31:29.987000+00:00,11245,2.325,0.545,1280,16
2026-03-15T07:31:32.331000+00:00,11245,2.256,0.496,1280,16
2026-03-15T07:31:33.800000+00:00,11245,2.237,0.479,1280,16
2026-03-15T07:31:34.488000+00:00,11245,2.227,0.459,1280,16
2026-03-15T07:31:38.637000+00:00,11245,2.166,0.217,1280,16
2026-03-15T07:31:39.758000+00:00,11245,2.116,0.141,1280,16
2026-03-15T07:31:42.069000+00:00,11245,2.135,0.123,1280,16
2026-03-15T07:31:47.042000+00:00,11245,2.269,0.179,1280,16
2026-03-15T07:31:52.742000+00:00,11245,2.489,0.117,1280,16
2026-03-15T07:31:56.112000+00:00,11245,2.495,1.822,1280,16
2026-03-15T07:31:59.776000+00:00,11245,2.578,1.88,1280,16
2026-03-15T07:32:06.893000+00:00,11245,2.631,1.884,1280,16
2026-03-15T07:32:10.622000+00:00,11245,2.647,1.898,1280,16
2026-03-15T07:32:14.899000+00:00,11245,2.787,2.058,1280,16
2026-03-15T07:32:20.509000+00:00,11245,2.743,2.08,1280,16
2026-03-15T07:32:25.196000+00:00,11245,2.822,2.04,1280,16
2026-03-15T07:32:29.337000+00:00,11245,2.872,2.023,1280,16
2026-03-15T07:32:35.766000+00:00,11245,2.963,1.993,1280,16
2026-03-15T07:32:41.249000+00:00,11245,3.115,2.168,1280,16
2026-03-15T07:32:45.484000+00:00,11245,3.16,2.19,1280,16
2026-03-15T07:32:50+00:00,11245,3.081,2.188,1280,16
2026-03-15T07:32:53.759000+00:00,11245,2.991,2.21,1280,16
2026-03-15T07:33:02.074000+00:00,11245,2.917,2.11,1280,16
2026-03-15T07:33:06.381000+00:00,11245,2.986,2.109,1280,16
2026-03-15T07:33:07.278000+00:00,11245,2.961,2.065,1280,16
2026-03-15T07:33:09.578000+00:00,11245,2.929,2.077,1280,16
2026-03-15T07:33:11.019000+00:00,11245,2.928,2.087,1280,16
2026-03-15T07:33:11.793000+00:00,11245,2.929,2.099,1280,16
2026-03-15T07:33:16.125000+00:00,11245,2.908,2.204,1280,16
2026-03-15T07:33:17.378000+00:00,11245,2.905,2.242,1280,16
2026-03-15T07:33:19.612000+00:00,11245,2.852,2.122,1280,16
2026-03-15T07:33:24.480000+00:00,11245,2.824,2.111,1280,16
2026-03-15T07:33:29.996000+00:00,11245,2.962,2.107,1280,16
